time,q_cmd,q_meas,theta_cmd,theta_meas
2.73,0,0.000767178,-0.000700482,0.000767178
2.735,0,0.000767178,-0.000698701,0.000767178
2.74,0,0.000767178,-0.000697734,0.000767178
2.745,0,0.000767178,-0.00069751,0.000767178
2.75,0,0.000767178,-0.000697967,0.000767178
2.755,0,-0.000767178,5.4799e-05,-0.000767178
2.76,0,-0.000767178,3.26416e-05,-0.000767178
2.765,0,-0.000767178,1.30534e-05,-0.000767178
2.77,0,-0.000767178,-4.18691e-06,-0.000767178
2.775,0,-0.000767178,-1.92815e-05,-0.000767178
2.78,0,-0.000767178,-3.24153e-05,-0.000767178
2.785,0,0.000767178,-0.000797601,0.000767178
2.79,0,0.000767178,-0.000786794,0.000767178
2.795,0,0.000767178,-0.000777579,0.000767178
2.8,0,0.000767178,-0.000769818,0.000767178
2.805,0,0.000767178,-0.000763386,0.000767178
2.81,0,0.000767178,-0.000758169,0.000767178
2.815,0,0.000767178,-0.000754062,0.000767178
2.82,0,0.000767178,-0.000750969,0.000767178
2.825,0,0.000767178,-0.000748804,0.000767178
2.83,0,0.000767178,-0.000747486,0.000767178
2.835,0,0.000767178,-0.000746942,0.000767178
2.84,0,0.000767178,-0.000747106,0.000767178
2.845,0,0.000767178,-0.000747917,0.000767178
2.85,0,0.000767178,-0.000749318,0.000767178
2.855,0,0.000767178,-0.00075126,0.000767178
2.86,0,0.000767178,-0.000753695,0.000767178
2.865,0,0.000767178,-0.000756581,0.000767178
2.87,0,0.000767178,-0.000759879,0.000767178
2.875,0,0.000767178,-0.000763554,0.000767178
2.88,0,-0.000767178,-1.37291e-05,-0.000767178
2.885,0,-0.000767178,-3.85742e-05,-0.000767178
2.89,0,-0.000767178,-6.06186e-05,-0.000767178
2.895,0,-0.000767178,-8.01035e-05,-0.000767178
2.9,0,-0.000767178,-9.72494e-05,-0.000767178
2.905,0,-0.000767178,-0.000112258,-0.000767178
2.91,0,-0.000767178,-0.000125313,-0.000767178
2.915,0,-0.000767178,-0.000136582,-0.000767178
2.92,0,-0.000767178,-0.000146221,-0.000767178
2.925,0,-0.000767178,-0.000154368,-0.000767178
2.93,0,-0.000767178,-0.000161153,-0.000767178
2.935,0,-0.000767178,-0.000166693,-0.000767178
2.94,0,-0.000767178,-0.000171095,-0.000767178
2.945,0,-0.000767178,-0.000174456,-0.000767178
2.95,0,-0.000767178,-0.000176868,-0.000767178
2.955,0,-0.000767178,-0.000178411,-0.000767178
2.96,0,-0.000767178,-0.000179161,-0.000767178
2.965,0,-0.000767178,-0.000179185,-0.000767178
2.97,0,-0.000767178,-0.000178546,-0.000767178
2.975,0,-0.000767178,-0.000177301,-0.000767178
2.98,0,-0.000767178,-0.000175503,-0.000767178
2.985,0,-0.000767178,-0.000173199,-0.000767178
2.99,0,-0.000767178,-0.000170433,-0.000767178
2.995,0,-0.000767178,-0.000167244,-0.000767178
3,0,-0.000767178,-0.000163669,-0.000767178
3.005,0,-0.000767178,-0.000159741,-0.000767178
3.01,0,-0.000767178,-0.000155491,-0.000767178
3.015,0,-0.000767178,-0.000150946,-0.000767178
3.02,0,-0.000767178,-0.000146132,-0.000767178
3.025,0,-0.000767178,-0.000141072,-0.000767178
3.03,0,-0.000767178,-0.000135786,-0.000767178
3.035,0,-0.000767178,-0.000130295,-0.000767178
3.04,0,0.000767178,-0.000878461,0.000767178
3.045,0,0.000767178,-0.000852099,0.000767178
3.05,0,0.000767178,-0.000828669,0.000767178
3.055,0,0.000767178,-0.000807918,0.000767178
3.06,0,0.000767178,-0.000789614,0.000767178
3.065,0,0.000767178,-0.000773548,0.000767178
3.07,0,0.000767178,-0.000759526,0.000767178
3.075,0,-0.000767178,6.47108e-06,-0.000767178
3.08,0,-0.000767178,-3.59456e-06,-0.000767178
3.085,0,-0.000767178,-1.21325e-05,-0.000767178
3.09,0,-0.000767178,-1.92742e-05,-0.000767178
3.095,0,-0.000767178,-2.51401e-05,-0.000767178
3.1,0,-0.000767178,-2.984e-05,-0.000767178
3.105,0,-0.000767178,-3.34743e-05,-0.000767178
3.11,0,-0.000767178,-3.61348e-05,-0.000767178
3.115,0,-0.000767178,-3.79054e-05,-0.000767178
3.12,0,-0.000767178,-3.88627e-05,-0.000767178
3.125,0,-0.000767178,-3.90768e-05,-0.000767178
3.13,0,-0.000767178,-3.86117e-05,-0.000767178
3.135,0,-0.000767178,-3.75258e-05,-0.000767178
3.14,0,-0.000767178,-3.58728e-05,-0.000767178
3.145,0,-0.000767178,-3.37013e-05,-0.000767178
3.15,0,-0.000767178,-3.10561e-05,-0.000767178
3.155,0,-0.000767178,-2.79779e-05,-0.000767178
3.16,0,-0.000767178,-2.45041e-05,-0.000767178
3.165,0,-0.000767178,-2.06687e-05,-0.000767178
3.17,0,0.000767178,-0.000770347,0.000767178
3.175,0,0.000767178,-0.000745368,0.000767178
3.18,0,0.000767178,-0.000723201,0.000767178
3.185,0,0.000767178,-0.000703605,0.000767178
3.19,0,0.000767178,-0.000686356,0.000767178
3.195,0,0.000767178,-0.000671255,0.000767178
3.2,0,-0.000767178,9.573e-05,-0.000767178
3.205,0,-0.000767178,8.65665e-05,-0.000767178
3.21,0,-0.000767178,7.8853e-05,-0.000767178
3.215,0,-0.000767178,7.24647e-05,-0.000767178
3.22,0,-0.000767178,6.72873e-05,-0.000767178
3.225,0,-0.000767178,6.32167e-05,-0.000767178
3.23,0,-0.000767178,6.01574e-05,-0.000767178
3.235,0,-0.000767178,5.80224e-05,-0.000767178
3.24,0,-0.000767178,5.67321e-05,-0.000767178
3.245,0,-0.000767178,5.62137e-05,-0.000767178
3.25,0,-0.000767178,5.64007e-05,-0.000767178
3.255,0,-0.000767178,5.72323e-05,-0.000767178
3.26,0,-0.000767178,5.86531e-05,-0.000767178
3.265,0,0.000767178,-0.000693232,0.000767178
3.27,0,0.000767178,-0.00067027,0.000767178
3.275,0,0.000767178,-0.000649946,0.000767178
3.28,0,0.000767178,-0.000632033,0.000767178
3.285,0,0.000767178,-0.000616324,0.000767178
3.29,0,0.000767178,-0.000602629,0.000767178
3.295,0,0.000767178,-0.000590774,0.000767178
3.3,0,-0.000767178,0.000173244,-0.000767178
3.305,0,-0.000767178,0.000161369,-0.000767178
3.31,0,-0.000767178,0.000151177,-0.000767178
3.315,0,-0.000767178,0.000142524,-0.000767178
3.32,0,-0.000767178,0.000135277,-0.000767178
3.325,0,-0.000767178,0.000129315,-0.000767178
3.33,0,0.000767178,-0.000629317,0.000767178
3.335,0,0.000767178,-0.00061252,0.000767178
3.34,0,0.000767178,-0.000597831,0.000767178
3.345,0,0.000767178,-0.000585068,0.000767178
3.35,0,0.000767178,-0.000574065,0.000767178
3.355,0,0.000767178,-0.00056467,0.000767178
3.36,0,-0.000767178,0.000197099,-0.000767178
3.365,0,-0.000767178,0.000183169,-0.000767178
3.37,0,-0.000767178,0.0001711,-0.000767178
3.375,0,-0.000767178,0.000160731,-0.000767178
3.38,0,-0.000767178,0.000151916,-0.000767178
3.385,0,-0.000767178,0.000144521,-0.000767178
3.39,0,-0.000767178,0.000138424,-0.000767178
3.395,0,-0.000767178,0.000133512,-0.000767178
3.4,0,-0.000767178,0.000129684,-0.000767178
3.405,0,-0.000767178,0.000126847,-0.000767178
3.41,0,-0.000767178,0.000124915,-0.000767178
3.415,0,-0.000767178,0.00012381,-0.000767178
3.42,0,-0.000767178,0.000123461,-0.000767178
3.425,0,-0.000767178,0.000123803,-0.000767178
3.43,0,-0.000767178,0.000124776,-0.000767178
3.435,0,-0.000767178,0.000126327,-0.000767178
3.44,0,-0.000767178,0.000128404,-0.000767178
3.445,0,-0.000767178,0.000130963,-0.000767178
3.45,0,-0.000767178,0.000133963,-0.000767178
3.455,0,-0.000767178,0.000137365,-0.000767178
3.46,0,-0.000767178,0.000141135,-0.000767178
3.465,0,-0.000767178,0.000145241,-0.000767178
3.47,0,-0.000767178,0.000149654,-0.000767178
3.475,0,-0.000767178,0.000154347,-0.000767178
3.48,0,-0.000767178,0.000159297,-0.000767178
3.485,0,-0.000767178,0.000164482,-0.000767178
3.49,0,-0.000767178,0.000169881,-0.000767178
3.495,0,-0.000767178,0.000175475,-0.000767178
3.5,0,-0.000767178,0.000181249,-0.000767178
3.505,0,-0.000767178,0.000187186,-0.000767178
3.51,0,-0.000767178,0.000193272,-0.000767178
3.515,0,-0.000767178,0.000199495,-0.000767178
3.52,0,-0.000767178,0.000205843,-0.000767178
3.525,0,-0.000767178,0.000212305,-0.000767178
3.53,0,-0.000767178,0.000218871,-0.000767178
3.535,0,-0.000767178,0.000225532,-0.000767178
3.54,0,-0.000767178,0.00023228,-0.000767178
3.545,0,-0.000767178,0.000239108,-0.000767178
3.55,0,-0.000767178,0.000246009,-0.000767178
3.555,0,-0.000767178,0.000252975,-0.000767178
3.56,0,-0.000767178,0.000260003,-0.000767178
3.565,0,-0.000767178,0.000267086,-0.000767178
3.57,0,-0.000767178,0.00027422,-0.000767178
3.575,0,-0.000767178,0.0002814,-0.000767178
3.58,0,-0.000767178,0.000288623,-0.000767178
3.585,0,-0.000767178,0.000295884,-0.000767178
3.59,0,-0.000767178,0.00030318,-0.000767178
3.595,0,-0.000767178,0.000310509,-0.000767178
3.6,0,-0.000767178,0.000317868,-0.000767178
3.605,0,-0.000767178,0.000325253,-0.000767178
3.61,0,-0.000767178,0.000332663,-0.000767178
3.615,0,-0.000767178,0.000340096,-0.000767178
3.62,0,-0.000767178,0.000347549,-0.000767178
3.625,0,-0.000767178,0.000355021,-0.000767178
3.63,0,-0.000767178,0.00036251,-0.000767178
3.635,0,-0.000767178,0.000370015,-0.000767178
3.64,0,-0.000767178,0.000377535,-0.000767178
3.645,0,-0.000767178,0.000385067,-0.000767178
3.65,0,-0.000767178,0.000392612,-0.000767178
3.655,0,-0.000767178,0.000400167,-0.000767178
3.66,0,-0.000767178,0.000407732,-0.000767178
3.665,0,-0.000767178,0.000415307,-0.000767178
3.67,0,-0.000767178,0.00042289,-0.000767178
3.675,0,-0.000767178,0.000430481,-0.000767178
3.68,0,-0.000767178,0.000438078,-0.000767178
3.685,0,-0.000767178,0.000445682,-0.000767178
3.69,0,-0.000767178,0.000453292,-0.000767178
3.695,0,-0.000767178,0.000460907,-0.000767178
3.7,0,-0.000767178,0.000468527,-0.000767178
3.705,0,-0.000767178,0.000476152,-0.000767178
3.71,0,-0.000767178,0.00048378,-0.000767178
3.715,0,-0.000767178,0.000491413,-0.000767178
3.72,0,-0.000767178,0.000499048,-0.000767178
3.725,0,-0.000767178,0.000506687,-0.000767178
3.73,0,-0.000767178,0.000514329,-0.000767178
3.735,0,-0.000767178,0.000521973,-0.000767178
3.74,0,-0.000767178,0.00052962,-0.000767178
3.745,0,0.000767178,-0.000216576,0.000767178
3.75,0,0.000767178,-0.000188414,0.000767178
3.755,0,0.000767178,-0.000163338,0.000767178
3.76,0,0.000767178,-0.000141083,0.000767178
3.765,0,0.000767178,-0.000121406,0.000767178
3.77,0,0.000767178,-0.000104084,0.000767178
3.775,0,0.000767178,-8.89146e-05,0.000767178
3.78,0,-0.000767178,0.000678132,-0.000767178
3.785,0,-0.000767178,0.000669024,-0.000767178
3.79,0,-0.000767178,0.000661362,-0.000767178
3.795,0,-0.000767178,0.000655021,-0.000767178
3.8,0,-0.000767178,0.000649887,-0.000767178
3.805,0,-0.000767178,0.000645855,-0.000767178
3.81,0,-0.000767178,0.000642832,-0.000767178
3.815,0,-0.000767178,0.00064073,-0.000767178
3.82,0,-0.000767178,0.000639469,-0.000767178
3.825,0,-0.000767178,0.000638978,-0.000767178
3.83,0,-0.000767178,0.00063919,-0.000767178
3.835,0,-0.000767178,0.000640045,-0.000767178
3.84,0,-0.000767178,0.000641486,-0.000767178
3.845,0,-0.000767178,0.000643465,-0.000767178
3.85,0,-0.000767178,0.000645933,-0.000767178
3.855,0,-0.000767178,0.00064885,-0.000767178
3.86,0,-0.000767178,0.000652177,-0.000767178
3.865,0,-0.000767178,0.000655877,-0.000767178
3.87,0,-0.000767178,0.00065992,-0.000767178
3.875,0,-0.000767178,0.000664275,-0.000767178
3.88,0,-0.000767178,0.000668916,-0.000767178
3.885,0,-0.000767178,0.000673818,-0.000767178
3.89,0,-0.000767178,0.000678959,-0.000767178
3.895,0,-0.000767178,0.000684317,-0.000767178
3.9,0,-0.000767178,0.000689875,-0.000767178
3.905,0,-0.000767178,0.000695615,-0.000767178
3.91,0,-0.000767178,0.000701521,-0.000767178
3.915,0,-0.000767178,0.000707579,-0.000767178
3.92,0,-0.000767178,0.000713777,-0.000767178
3.925,0,-0.000767178,0.000720101,-0.000767178
3.93,0,-0.000767178,0.000726541,-0.000767178
3.935,0,-0.000767178,0.000733088,-0.000767178
3.94,0,-0.000767178,0.000739731,-0.000767178
3.945,0,-0.000767178,0.000746463,-0.000767178
3.95,0,-0.000767178,0.000753276,-0.000767178
3.955,0,-0.000767178,0.000760163,-0.000767178
3.96,0,-0.000767178,0.000767117,-0.000767178
3.965,0,-0.000767178,0.000774133,-0.000767178
3.97,0,0.000767178,2.73616e-05,0.000767178
3.975,0,0.000767178,5.49971e-05,0.000767178
3.98,0,0.000767178,7.95917e-05,0.000767178
3.985,0,0.000767178,0.000101407,0.000767178
3.99,0,0.000767178,0.000120683,0.000767178
3.995,0,0.000767178,0.000137637,0.000767178
4,0,-0.000767178,0.000906315,-0.000767178
4.005,0,-0.000767178,0.000898699,-0.000767178
4.01,0,-0.000767178,0.0008924,-0.000767178
4.015,0,-0.000767178,0.000887304,-0.000767178
4.02,0,-0.000767178,0.000883308,-0.000767178
4.025,0,-0.000767178,0.000880317,-0.000767178
4.03,0,-0.000767178,0.000878244,-0.000767178
4.035,0,-0.000767178,0.00087701,-0.000767178
4.04,0,-0.000767178,0.000876543,-0.000767178
4.045,0,-0.000767178,0.000876778,-0.000767178
4.05,0,-0.000767178,0.000877653,-0.000767178
4.055,0,-0.000767178,0.000879113,-0.000767178
4.06,0,-0.000767178,0.000881109,-0.000767178
4.065,0,-0.000767178,0.000883593,-0.000767178
4.07,0,-0.000767178,0.000886524,-0.000767178
4.075,0,-0.000767178,0.000889863,-0.000767178
4.08,0,-0.000767178,0.000893576,-0.000767178
4.085,0,-0.000767178,0.000897629,-0.000767178
4.09,0,-0.000767178,0.000901995,-0.000767178
4.095,0,-0.000767178,0.000906645,-0.000767178
4.1,0,-0.000767178,0.000911555,-0.000767178
4.105,0,-0.000767178,0.000916703,-0.000767178
4.11,0,-0.000767178,0.000922069,-0.000767178
4.115,0,-0.000767178,0.000927633,-0.000767178
4.12,0,-0.000767178,0.000933378,-0.000767178
4.125,0,-0.000767178,0.00093929,-0.000767178
4.13,0,-0.000767178,0.000945353,-0.000767178
4.135,0,-0.000767178,0.000951555,-0.000767178
4.14,0,-0.000767178,0.000957883,-0.000767178
4.145,0,-0.000767178,0.000964327,-0.000767178
4.15,0,-0.000767178,0.000970877,-0.000767178
4.155,0,-0.000767178,0.000977523,-0.000767178
4.16,0,0.000767178,0.000230414,0.000767178
4.165,0,0.000767178,0.00025774,0.000767178
4.17,0,0.000767178,0.000282053,0.000767178
4.175,0,0.000767178,0.00030361,0.000767178
4.18,0,0.000767178,0.00032265,0.000767178
4.185,0,0.000767178,0.000339389,0.000767178
4.19,0,0.000767178,0.000354026,0.000767178
4.195,0,-0.000767178,0.00112059,-0.000767178
4.2,0,-0.000767178,0.00111103,-0.000767178
4.205,0,-0.000767178,0.00110297,-0.000767178
4.21,0,-0.000767178,0.00109625,-0.000767178
4.215,0,-0.000767178,0.00109078,-0.000767178
4.22,0,-0.000767178,0.00108644,-0.000767178
4.225,0,-0.000767178,0.00108313,-0.000767178
4.23,0,-0.000767178,0.00108077,-0.000767178
4.235,0,-0.000767178,0.00107927,-0.000767178
4.24,0,-0.000767178,0.00107856,-0.000767178
4.245,0,-0.000767178,0.00107858,-0.000767178
4.25,0,-0.000767178,0.00107925,-0.000767178
4.255,0,-0.000767178,0.00108053,-0.000767178
4.26,0,0.000767178,0.000328513,0.000767178
4.265,0,0.000767178,0.000351355,0.000767178
4.27,0,0.000767178,0.000371569,0.000767178
4.275,0,0.000767178,0.000389381,0.000767178
4.28,0,0.000767178,0.000404998,0.000767178
4.285,0,0.000767178,0.000418609,0.000767178
4.29,0,-0.000767178,0.00118423,-0.000767178
4.295,0,-0.000767178,0.00117382,-0.000767178
4.3,0,-0.000767178,0.00116497,-0.000767178
4.305,0,-0.000767178,0.00115754,-0.000767178
4.31,0,-0.000767178,0.00115142,-0.000767178
4.315,0,-0.000767178,0.00114648,-0.000767178
4.32,0,0.000767178,0.000388781,0.000767178
4.325,0,0.000767178,0.000406432,0.000767178
4.33,0,0.000767178,0.000421902,0.000767178
4.335,0,0.000767178,0.000435379,0.000767178
4.34,0,0.000767178,0.000447034,0.000767178
4.345,0,0.000767178,0.000457025,0.000767178
4.35,0,0.000767178,0.000465494,0.000767178
4.355,0,0.000767178,0.000472573,0.000767178
4.36,0,0.000767178,0.000478382,0.000767178
4.365,0,0.000767178,0.00048303,0.000767178
4.37,0,0.000767178,0.000486616,0.000767178
4.375,0,0.000767178,0.000489233,0.000767178
4.38,0,0.000767178,0.000490964,0.000767178
4.385,0,-0.000767178,0.00124573,-0.000767178
4.39,0,-0.000767178,0.0012254,-0.000767178
4.395,0,-0.000767178,0.00120748,-0.000767178
4.4,0,-0.000767178,0.00119177,-0.000767178
4.405,0,-0.000767178,0.00117806,-0.000767178
4.41,0,-0.000767178,0.00116621,-0.000767178
4.415,0,-0.000767178,0.00115603,-0.000767178
4.42,0,-0.000767178,0.00114739,-0.000767178
4.425,0,-0.000767178,0.00114015,-0.000767178
4.43,0,-0.000767178,0.0011342,-0.000767178
4.435,0,-0.000767178,0.00112942,-0.000767178
4.44,0,-0.000767178,0.00112572,-0.000767178
4.445,0,-0.000767178,0.00112299,-0.000767178
4.45,0,-0.000767178,0.00112116,-0.000767178
4.455,0,-0.000767178,0.00112015,-0.000767178
4.46,0,-0.000767178,0.00111989,-0.000767178
4.465,0,-0.000767178,0.00112031,-0.000767178
4.47,0,-0.000767178,0.00112135,-0.000767178
4.475,0,-0.000767178,0.00112297,-0.000767178
4.48,0,-0.000767178,0.0011251,-0.000767178
4.485,0,-0.000767178,0.00112772,-0.000767178
4.49,0,-0.000767178,0.00113077,-0.000767178
4.495,0,-0.000767178,0.00113421,-0.000767178
4.5,0,-0.000767178,0.00113803,-0.000767178
4.505,0,-0.000767178,0.00114217,-0.000767178
4.51,0,-0.000767178,0.00114662,-0.000767178
4.515,0,-0.000767178,0.00115134,-0.000767178
4.52,0,-0.000767178,0.00115632,-0.000767178
4.525,0,-0.000767178,0.00116153,-0.000767178
4.53,0,-0.000767178,0.00116696,-0.000767178
4.535,0,-0.000767178,0.00117257,-0.000767178
4.54,0,-0.000767178,0.00117837,-0.000767178
4.545,0,0.000767178,0.000430477,0.000767178
4.55,0,0.000767178,0.000457091,0.000767178
4.555,0,0.000767178,0.000480753,0.000767178
4.56,0,0.000767178,0.000501715,0.000767178
4.565,0,0.000767178,0.000520212,0.000767178
4.57,0,0.000767178,0.000536454,0.000767178
4.575,0,0.000767178,0.000550637,0.000767178
4.58,0,0.000767178,0.000562938,0.000767178
4.585,0,0.000767178,0.000573518,0.000767178
4.59,0,0.000767178,0.000582526,0.000767178
4.595,0,0.000767178,0.000590098,0.000767178
4.6,0,0.000767178,0.000596356,0.000767178
4.605,0,0.000767178,0.000601415,0.000767178
4.61,0,-0.000767178,0.00135922,-0.000767178
4.615,0,-0.000767178,0.00134167,-0.000767178
4.62,0,-0.000767178,0.00132629,-0.000767178
4.625,0,-0.000767178,0.0013129,-0.000767178
4.63,0,-0.000767178,0.00130132,-0.000767178
4.635,0,-0.000767178,0.0012914,-0.000767178
4.64,0,-0.000767178,0.00128299,-0.000767178
4.645,0,-0.000767178,0.00127597,-0.000767178
4.65,0,-0.000767178,0.00127022,-0.000767178
4.655,0,-0.000767178,0.00126562,-0.000767178
4.66,0,-0.000767178,0.00126208,-0.000767178
4.665,0,-0.000767178,0.0012595,-0.000767178
4.67,0,-0.000767178,0.00125781,-0.000767178
4.675,0,-0.000767178,0.00125692,-0.000767178
4.68,0,-0.000767178,0.00125677,-0.000767178
4.685,0,-0.000767178,0.00125729,-0.000767178
4.69,0,-0.000767178,0.00125843,-0.000767178
4.695,0,-0.000767178,0.00126014,-0.000767178
4.7,0,-0.000767178,0.00126235,-0.000767178
4.705,0,0.000767178,0.000511194,0.000767178
4.71,0,0.000767178,0.000534821,0.000767178
4.715,0,0.000767178,0.000555753,0.000767178
4.72,0,0.000767178,0.00057422,0.000767178
4.725,0,0.000767178,0.000590436,0.000767178
4.73,0,0.000767178,0.000604595,0.000767178
4.735,0,0.000767178,0.000616873,0.000767178
4.74,0,0.000767178,0.000627434,0.000767178
4.745,0,0.000767178,0.000636423,0.000767178
4.75,0,0.000767178,0.000643978,0.000767178
4.755,0,0.000767178,0.000650221,0.000767178
4.76,0,0.000767178,0.000655266,0.000767178
4.765,0,0.000767178,0.000659216,0.000767178
4.77,0,0.000767178,0.000662164,0.000767178
4.775,0,0.000767178,0.000664198,0.000767178
4.78,0,0.000767178,0.000665396,0.000767178
4.785,0,0.000767178,0.00066583,0.000767178
4.79,0,0.000767178,0.000665566,0.000767178
4.795,0,0.000767178,0.000664663,0.000767178
4.8,0,-0.000767178,0.00141702,-0.000767178
4.805,0,-0.000767178,0.00139449,-0.000767178
4.81,0,-0.000767178,0.00137456,-0.000767178
4.815,0,-0.000767178,0.00135701,-0.000767178
4.82,0,-0.000767178,0.00134164,-0.000767178
4.825,0,-0.000767178,0.00132824,-0.000767178
4.83,0,-0.000767178,0.00131666,-0.000767178
4.835,0,0.000767178,0.000552898,0.000767178
4.84,0,0.000767178,0.000565004,0.000767178
4.845,0,0.000767178,0.000575406,0.000767178
4.85,0,0.000767178,0.000584252,0.000767178
4.855,0,0.000767178,0.000591675,0.000767178
4.86,0,0.000767178,0.000597797,0.000767178
4.865,0,0.000767178,0.000602732,0.000767178
4.87,0,0.000767178,0.000606581,0.000767178
4.875,0,0.000767178,0.000609438,0.000767178
4.88,0,0.000767178,0.000611387,0.000767178
4.885,0,0.000767178,0.000612508,0.000767178
4.89,0,0.000767178,0.000612872,0.000767178
4.895,0,0.000767178,0.000612544,0.000767178
4.9,0,-0.000767178,0.00136543,-0.000767178
4.905,0,-0.000767178,0.00134338,-0.000767178
4.91,0,-0.000767178,0.00132389,-0.000767178
4.915,0,-0.000767178,0.00130674,-0.000767178
4.92,0,-0.000767178,0.00129172,-0.000767178
4.925,0,-0.000767178,0.00127866,-0.000767178
4.93,0,-0.000767178,0.00126739,-0.000767178
4.935,0,-0.000767178,0.00125775,-0.000767178
4.94,0,-0.000767178,0.0012496,-0.000767178
4.945,0,-0.000767178,0.00124281,-0.000767178
4.95,0,-0.000767178,0.00123727,-0.000767178
4.955,0,-0.000767178,0.00123287,-0.000767178
4.96,0,0.000767178,0.000475657,0.000767178
4.965,0,0.000767178,0.000493755,0.000767178
4.97,0,0.000767178,0.000509633,0.000767178
4.975,0,0.000767178,0.000523483,0.000767178
4.98,0,0.000767178,0.000535479,0.000767178
4.985,0,0.000767178,0.000545781,0.000767178
4.99,0,0.000767178,0.000554535,0.000767178
4.995,0,-0.000767178,0.00131572,-0.000767178
5,0,-0.000767178,0.00130125,-0.000767178
5.005,0.2,-0.000767178,0.245289,-0.000767178
5.01,0.2,-0.000767178,0.247278,-0.000767178
5.015,0.2,-0.000767178,0.249269,-0.000767178
5.02,0.2,-0.000767178,0.251261,-0.000767178
5.025,0.2,-0.000767178,0.253254,-0.000767178
5.03,0.2,-0.000767178,0.255249,-0.000767178
5.035,0.2,-0.000767178,0.257245,-0.000767178
5.04,0.2,-0.000767178,0.259242,-0.000767178
5.045,0.2,-0.000767178,0.26124,-0.000767178
5.05,0.2,-0.000767178,0.263239,-0.000767178
5.055,0.2,-0.000767178,0.265238,-0.000767178
5.06,0.2,-0.000767178,0.267238,-0.000767178
5.065,0.2,-0.000767178,0.269239,-0.000767178
5.07,0.2,-0.000767178,0.27124,-0.000767178
5.075,0.2,-0.000767178,0.273242,-0.000767178
5.08,0.2,-0.000767178,0.275245,-0.000767178
5.085,0.2,-0.000767178,0.277248,-0.000767178
5.09,0.2,-0.000767178,0.279251,-0.000767178
5.095,0.2,-0.000767178,0.281255,-0.000767178
5.1,0.2,-0.000767178,0.283259,-0.000767178
5.105,0.2,-0.0145732,0.292046,-0.000767178
5.11,0.2,-0.0145732,0.293866,-0.000767178
5.115,0.2,-0.0433352,0.309845,-0.000767178
5.12,0.2,-0.00957936,0.29475,0.0329886
5.125,0.2,-0.00957936,0.296772,0.0329886
5.13,0.2,-0.0345064,0.311047,0.0329886
5.135,0.2,-0.0345064,0.312748,0.0329886
5.14,0.2,-0.0448614,0.319591,0.0329886
5.145,0.2,-0.0448614,0.32126,0.0329886
5.15,0.2,-0.0463954,0.323749,0.0329886
5.155,0.2,0.0705975,0.268046,0.140394
5.16,0.2,0.0705975,0.271446,0.140394
5.165,0.2,0.0705975,0.274664,0.140394
5.17,0.2,0.0893885,0.268485,0.140394
5.175,0.2,0.0893885,0.271637,0.140394
5.18,0.2,0.109331,0.264816,0.140394
5.185,0.2,0.181445,0.232467,0.212508
5.19,0.2,0.201387,0.226527,0.212508
5.195,0.2,0.216726,0.2228,0.212508
5.2,0.2,0.216726,0.226484,0.212508
5.205,0.2,0.216726,0.229837,0.212508
5.21,0.2,0.227464,0.227611,0.212508
5.215,0.2,0.227464,0.230527,0.212508
5.22,0.2,0.278096,0.208292,0.253936
5.225,0.2,0.278096,0.211359,0.253936
5.23,0.2,0.285383,0.210514,0.253936
5.235,0.2,0.288451,0.211537,0.253936
5.24,0.2,0.288451,0.213817,0.253936
5.245,0.2,0.288451,0.215824,0.253936
5.25,0.2,0.317986,0.203071,0.281554
5.255,0.2,0.317986,0.204996,0.281554
5.26,0.2,0.321054,0.205146,0.281554
5.265,0.2,0.321054,0.206601,0.281554
5.27,0.2,0.331408,0.202739,0.281554
5.275,0.2,0.331408,0.203892,0.281554
5.28,0.2,0.348284,0.196542,0.29076
5.285,0.2,0.348284,0.197514,0.29076
5.29,0.2,0.349435,0.197709,0.29076
5.295,0.2,0.349435,0.198292,0.29076
5.3,0.2,0.349051,0.198885,0.29076
5.305,0.2,0.349051,0.199121,0.29076
5.31,0.2,0.344449,0.201468,0.29076
5.315,0.2,0.315297,0.215681,0.261608
5.32,0.2,0.308778,0.218268,0.261608
5.325,0.2,0.308778,0.21752,0.261608
5.33,0.2,0.296506,0.222771,0.261608
5.335,0.2,0.296506,0.221803,0.261608
5.34,0.2,0.285768,0.22611,0.261608
5.345,0.2,0.264287,0.235552,0.240127
5.35,0.2,0.257768,0.237378,0.240127
5.355,0.2,0.257768,0.235978,0.240127
5.36,0.2,0.250865,0.238039,0.240127
5.365,0.2,0.250865,0.236682,0.240127
5.37,0.2,0.247413,0.237094,0.240127
5.375,0.2,0.247413,0.23583,0.240127
5.38,0.2,0.221329,0.247449,0.215577
5.385,0.2,0.221329,0.245967,0.215577
5.39,0.2,0.220946,0.244783,0.215577
5.395,0.2,0.220946,0.243504,0.215577
5.4,0.2,0.220946,0.242318,0.215577
5.405,0.2,0.220946,0.241216,0.215577
5.41,0.2,0.210205,0.245468,0.204836
5.415,0.2,0.210205,0.24437,0.204836
5.42,0.2,0.210205,0.243357,0.204836
5.425,0.2,0.210205,0.242423,0.204836
5.43,0.2,0.210588,0.241372,0.204836
5.435,0.2,0.210588,0.240581,0.204836
5.44,0.2,0.213657,0.23834,0.207905
5.445,0.2,0.213657,0.237702,0.207905
5.45,0.2,0.214041,0.236919,0.207905
5.455,0.2,0.214041,0.236369,0.207905
